"";"trabalha";"mae";"raça";"NSEAluno";"major"
"50160";"Trabalhar";"Fund+";"Parda";"4.87";"Publica"
"50161";"Nao_Sabe";"Superior+";"Branca";"4.93";"Publica"
"50162";"Nao_Sabe";"Fund+";"Branca";"5.62";"Pub+Pri"
"50163";"Nao_Sabe";"Fund-";"Branca";"4.35";"Publica"
"50164";"Trabalhar";"Medio+";"Parda";"5.43";"Publica"
"50165";"Trabalhar";"Superior+";"Parda";"4.93";"Publica"
"50166";"Trabalhar";"Fund+";"Parda";"5.22";"Publica"
"50167";"Nao_Sabe";"Fund-";"Branca";"4.51";"Publica"
"50168";"Trabalhar";"Fund+";"Preta";"5.11";"Publica"
"50169";"Trabalhar";"Superior+";"Parda";"5.25";"Publica"
"50170";"Nao_Sabe";"Fund+";"Parda";"4.35";"Publica"
"50171";"Nao_Sabe";"Superior+";"Preta";"5.93";"Publica"
"50172";"Estudar";"Medio+";"Branca";"6.68";"Publica"
"50173";"Trabalhar";"Fund+";"Preta";"3.91";"Publica"
"50174";"Nao_Sabe";"Fund+";"Branca";"4.76";"Pub+Pri"
"50175";"Trabalhar";"Fund-";"Branca";"4.14";"Publica"
"50176";"Nao_Sabe";"Fund-";"Branca";"4.99";"Publica"
"50177";"Nao_Sabe";"Fund+";"Parda";"4.91";"Publica"
"50178";"Trabalhar";"Fund+";"Preta";"5.82";"Pub+Pri"
"50179";"Nao_Sabe";"Medio+";"Parda";"5.09";"Publica"
"50180";"Estudar";"Medio+";"Branca";"5.08";"Pub+Pri"
"50181";"Trabalhar";"Fund-";"Branca";"4.29";"Publica"
"50182";"Nao_Sabe";"Fund+";"Branca";"5.72";"Publica"
"50183";"Trabalhar";"Superior+";"Parda";"5.51";"Publica"
"50184";"Trabalhar";"Fund-";"Parda";"5.55";"Publica"
"50185";"Trabalhar";"Fund+";"Parda";"6.12";"Pub+Pri"
"50186";"Trabalhar";"Fund+";"Preta";"4.68";"Publica"
"50187";"Trabalhar";"Fund+";"Branca";"4.74";"Publica"
"50188";"Trabalhar";"Superior+";"Preta";"6.24";"Publica"
"50189";"Trabalhar";"Fund+";"Branca";"4.6";"Publica"
"50190";"Estudar";"Fund-";"Branca";"";"Publica"
"50191";"Trabalhar";"Fund-";"Parda";"4.61";"Publica"
"50192";"Trabalhar";"Fund-";"Parda";"5.43";"Publica"
"50193";"Trabalhar";"Fund+";"Preta";"4.52";"Publica"
"50194";"Trabalhar";"Fund-";"Preta";"4.65";"Publica"
"50195";"Nao_Sabe";"Fund-";"Parda";"";"Publica"
"50196";"Nao_Sabe";"Superior+";"Parda";"5.58";"Publica"
"50197";"Trabalhar";"Fund-";"Parda";"6.09";"Publica"
"50198";"Estudar";"Fund-";"Parda";"4.34";"Publica"
"50199";"Trabalhar";"Fund-";"Parda";"4.53";"Publica"
"50200";"Trabalhar";"Fund+";"Parda";"3.35";"Publica"
"50201";"Trabalhar";"Fund-";"Parda";"5.83";"Publica"
"50202";"Trabalhar";"Fund+";"Branca";"5.14";"Publica"
"50203";"Trabalhar";"Fund+";"Preta";"3.64";"Publica"
"50204";"Trabalhar";"Fund-";"Branca";"4.97";"Publica"
"50205";"Trabalhar";"Superior+";"Parda";"3.89";"Privada"
"50206";"Nao_Sabe";"Fund+";"Parda";"5.38";"Publica"
"50207";"Trabalhar";"Fund-";"Branca";"4.22";"Pub+Pri"
"50208";"Trabalhar";"Fund-";"Branca";"4.98";"Publica"
"50209";"Estudar";"Fund+";"Preta";"4.05";"Pub+Pri"
"50210";"Trabalhar";"Fund+";"Parda";"4.89";"Pub+Pri"
"50211";"Trabalhar";"Superior+";"Preta";"4.63";"Publica"
"50212";"Estudar";"Fund+";"Parda";"4.55";"Publica"
"50213";"Trabalhar";"Medio+";"Parda";"5.23";"Pub+Pri"
"50214";"Nao_Sabe";"Superior+";"Parda";"";"Publica"
"50215";"Trabalhar";"Medio+";"Branca";"4.96";"Publica"
"50216";"Trabalhar";"Fund-";"Parda";"4.74";"Publica"
"50217";"Nao_Sabe";"Fund+";"Branca";"5.52";"Privada"
"50218";"Nao_Sabe";"Superior+";"Parda";"5.01";"Publica"
"50219";"Nao_Sabe";"Fund-";"Parda";"4.75";"Pub+Pri"
"50220";"Nao_Sabe";"Medio+";"Branca";"5.47";"Publica"
"50221";"Trabalhar";"Fund-";"Parda";"3.86";"Publica"
"50222";"Estudar";"Fund+";"Preta";"3.85";"Publica"
"50223";"Trabalhar";"Fund-";"Parda";"5.28";"Publica"
"50224";"Estudar";"Medio+";"Branca";"5.7";"Publica"
"50225";"Trabalhar";"Fund+";"Parda";"6.03";"Pub+Pri"
"50226";"Trabalhar";"Fund+";"Preta";"5.39";"Publica"
"50227";"Trabalhar";"Fund+";"Preta";"4.8";"Publica"
"50228";"Nao_Sabe";"Fund+";"Branca";"4.52";"Publica"
"50229";"Trabalhar";"Superior+";"Parda";"4.92";"Publica"
"50230";"Nao_Sabe";"Superior+";"Parda";"4.61";"Publica"
"50231";"Trabalhar";"Fund-";"Branca";"4.75";"Publica"
"50232";"Nao_Sabe";"Fund+";"Parda";"5.29";"Pub+Pri"
"50233";"Trabalhar";"Medio+";"Parda";"4.88";"Publica"
"50234";"Nao_Sabe";"Superior+";"Parda";"4.61";"Publica"
"50235";"Nao_Sabe";"Fund+";"Parda";"5.28";"Publica"
"50236";"Nao_Sabe";"Superior+";"Parda";"5.49";"Publica"
"50237";"Estudar";"Medio+";"Preta";"5.54";"Publica"
"50238";"Estudar";"Medio+";"Branca";"5.44";"Publica"
"50239";"Trabalhar";"Fund+";"Branca";"4.86";"Publica"
"50240";"Nao_Sabe";"Superior+";"Branca";"6.13";"Publica"
"50241";"Trabalhar";"Fund+";"Parda";"5.54";"Privada"
"50242";"Trabalhar";"Fund+";"Preta";"5.26";"Pub+Pri"
"50243";"Estudar";"Superior+";"Branca";"";"Publica"
"50244";"Trabalhar";"Fund+";"Branca";"5.52";"Publica"
"50245";"Trabalhar";"Fund+";"Parda";"4.63";"Publica"
"50246";"Trabalhar";"Fund-";"Parda";"4.4";"Publica"
"50247";"Trabalhar";"Fund-";"Parda";"6.12";"Publica"
"50248";"Estudar";"Fund+";"Parda";"5";"Publica"
"50249";"Trabalhar";"Superior+";"Branca";"4.55";"Publica"
"50250";"Nao_Sabe";"Fund+";"Parda";"6.1";"Publica"
"50251";"Nao_Sabe";"Fund-";"Preta";"4.79";"Pub+Pri"
"50252";"Estudar";"Fund+";"Parda";"4.87";"Publica"
"50253";"Estudar";"Medio+";"Branca";"6.52";"Privada"
"50254";"Trabalhar";"Fund-";"Preta";"5.53";"Publica"
"50255";"Estudar";"Medio+";"Branca";"5.61";"Publica"
"50256";"Estudar";"Medio+";"Branca";"";"Publica"
"50257";"Estudar";"Medio+";"Branca";"6.45";"Pub+Pri"
"50258";"Nao_Sabe";"Fund+";"Branca";"5.6";"Publica"
"50259";"Nao_Sabe";"Fund+";"Branca";"5.66";"Pub+Pri"
"50260";"Trabalhar";"Fund+";"Parda";"4.6";"Publica"
"50261";"Estudar";"Medio+";"Branca";"5.93";"Pub+Pri"
"50262";"Estudar";"Medio+";"Branca";"6.78";"Pub+Pri"
"50263";"Trabalhar";"Superior+";"Parda";"6.23";"Publica"
"50264";"Estudar";"Fund+";"Branca";"4.35";"Publica"
"50265";"Estudar";"Fund+";"Branca";"4.46";"Publica"
"50266";"Trabalhar";"Medio+";"Branca";"6.31";"Publica"
"50267";"Trabalhar";"Fund+";"Parda";"5.22";"Publica"
"50268";"Estudar";"Fund+";"Preta";"5.27";"Publica"
"50269";"Trabalhar";"Fund+";"Branca";"5.46";"Publica"
"50270";"Trabalhar";"Fund+";"Parda";"";"Publica"
"50271";"Trabalhar";"Superior+";"Preta";"4.53";"Publica"
"50272";"Trabalhar";"Fund+";"Parda";"4.2";"Publica"
"50273";"Trabalhar";"Fund+";"Parda";"5.01";"Publica"
"50274";"Trabalhar";"Medio+";"Preta";"5.24";"Pub+Pri"
"50275";"Nao_Sabe";"Superior+";"Parda";"3.26";"Publica"
"50276";"Nao_Sabe";"Fund-";"Parda";"5.51";"Publica"
"50277";"Nao_Sabe";"Superior+";"Preta";"5.26";"Publica"
"50278";"Nao_Sabe";"Fund-";"Parda";"4.74";"Publica"
"50279";"Trabalhar";"Fund-";"Branca";"4.82";"Publica"
"50280";"Trabalhar";"Fund-";"Branca";"4.49";"Publica"
"50281";"Nao_Sabe";"Fund-";"Parda";"4.25";"Publica"
"50282";"Trabalhar";"Superior+";"Branca";"4.74";"Publica"
"50283";"Trabalhar";"Superior+";"Parda";"4.6";"Publica"
"50284";"Nao_Sabe";"Medio+";"Preta";"4.29";"Publica"
"50285";"Trabalhar";"Fund-";"Parda";"4.58";"Publica"
"50286";"Trabalhar";"Fund-";"Preta";"";"Publica"
"50287";"Nao_Sabe";"Superior+";"Parda";"4.48";"Publica"
"50288";"Trabalhar";"Fund+";"Parda";"4.45";"Publica"
"50289";"Trabalhar";"Fund-";"Branca";"4.51";"Publica"
"50290";"Nao_Sabe";"Fund-";"Parda";"5.73";"Publica"
"50291";"Trabalhar";"Fund-";"Parda";"3.58";"Publica"
"50292";"Trabalhar";"Fund-";"Parda";"4.42";"Publica"
"50293";"Trabalhar";"Fund-";"Branca";"4.49";"Publica"
"50294";"Trabalhar";"Fund-";"Parda";"4.91";"Publica"
"50295";"Trabalhar";"Fund-";"Branca";"5.06";"Publica"
"50296";"Nao_Sabe";"Fund+";"Parda";"5.27";"Publica"
"50297";"Trabalhar";"Fund+";"Branca";"5";"Publica"
"50298";"Nao_Sabe";"Superior+";"Branca";"5.44";"Publica"
"50299";"Estudar";"Superior+";"Parda";"4.59";"Privada"
"50300";"Trabalhar";"Fund-";"Branca";"4.96";"Publica"
"50301";"Nao_Sabe";"Superior+";"Branca";"4.55";"Publica"
"50302";"Trabalhar";"Fund+";"Branca";"5.01";"Publica"
"50303";"Nao_Sabe";"Fund-";"Parda";"4.69";"Publica"
"50304";"Trabalhar";"Superior+";"Parda";"4.51";"Publica"
"50305";"Trabalhar";"Fund-";"Preta";"4.15";"Publica"
"50306";"Nao_Sabe";"Fund-";"Branca";"4.58";"Publica"
"50307";"Nao_Sabe";"Fund-";"Branca";"4.55";"Publica"
"50308";"Trabalhar";"Fund+";"Branca";"4.58";"Publica"
"50309";"Nao_Sabe";"Superior+";"Parda";"4.92";"Publica"
"50310";"Nao_Sabe";"Medio+";"Parda";"5.25";"Publica"
"50311";"Estudar";"Fund-";"Parda";"3.38";"Publica"
"50312";"Trabalhar";"Medio+";"Preta";"4.94";"Publica"
"50313";"Nao_Sabe";"Superior+";"Branca";"3.19";"Publica"
"50314";"Nao_Sabe";"Superior+";"Branca";"5.27";"Publica"
"50315";"Trabalhar";"Fund-";"Preta";"6.11";"Publica"
"50316";"Nao_Sabe";"Fund-";"Preta";"4.52";"Pub+Pri"
"50317";"Nao_Sabe";"Fund-";"Branca";"7.26";"Publica"
"50318";"Trabalhar";"Fund-";"Branca";"4.7";"Publica"
"50319";"Trabalhar";"Superior+";"Branca";"5.74";"Pub+Pri"
"50320";"Estudar";"Fund+";"Parda";"6.68";"Pub+Pri"
"50321";"Trabalhar";"Fund-";"Branca";"4.21";"Publica"
"50322";"Estudar";"Medio+";"Parda";"4.83";"Publica"
"50323";"Estudar";"Fund+";"Branca";"5.62";"Pub+Pri"
"50324";"Estudar";"Fund+";"Parda";"4.42";"Publica"
"50325";"Trabalhar";"Medio+";"Branca";"5.24";"Publica"
"50326";"Nao_Sabe";"Fund+";"Branca";"5.65";"Privada"
"50327";"Nao_Sabe";"Fund-";"Branca";"3.64";"Publica"
"50328";"Estudar";"Fund+";"Preta";"5.02";"Publica"
"50329";"Estudar";"Fund+";"Branca";"6.4";"Publica"
"50330";"Estudar";"Medio+";"Branca";"6.85";"Pub+Pri"
"50331";"Estudar";"Medio+";"Parda";"5.59";"Publica"
"50332";"Trabalhar";"Fund-";"Parda";"5.47";"Publica"
"50333";"Trabalhar";"Medio+";"Branca";"5.74";"Pub+Pri"
"50334";"Trabalhar";"Medio+";"Parda";"4.41";"Publica"
"50335";"Nao_Sabe";"Superior+";"Preta";"5.71";"Publica"
"50336";"Nao_Sabe";"Medio+";"Branca";"6.69";"Publica"
"50337";"Trabalhar";"Fund+";"Preta";"5.15";"Publica"
"50338";"Nao_Sabe";"Fund+";"Branca";"4.95";"Publica"
"50339";"Estudar";"Medio+";"Preta";"5.02";"Privada"
"50340";"Estudar";"Fund+";"Parda";"6.36";"Privada"
"50341";"Nao_Sabe";"Fund+";"Parda";"5.66";"Pub+Pri"
"50342";"Trabalhar";"Superior+";"Branca";"5.41";"Pub+Pri"
"50343";"Estudar";"Fund+";"Parda";"5.61";"Publica"
"50344";"Trabalhar";"Fund-";"Parda";"6.31";"Privada"
"50345";"Trabalhar";"Fund+";"Preta";"4.63";"Publica"
"50346";"Nao_Sabe";"Superior+";"Branca";"6.29";"Pub+Pri"
"50347";"Nao_Sabe";"Superior+";"Parda";"4.68";"Publica"
"50348";"Nao_Sabe";"Medio+";"Branca";"5.19";"Pub+Pri"
"50349";"Trabalhar";"Fund-";"Parda";"3.9";"Publica"
"50350";"Trabalhar";"Fund+";"Parda";"5.86";"Publica"
"50351";"Trabalhar";"Fund+";"Branca";"5.79";"Publica"
"50352";"Estudar";"Medio+";"Branca";"5.19";"Pub+Pri"
"50353";"Trabalhar";"Fund-";"Parda";"4.63";"Publica"
"50354";"Trabalhar";"Medio+";"Branca";"5.01";"Pub+Pri"
"50355";"Estudar";"Fund-";"Branca";"5.26";"Publica"
"50356";"Trabalhar";"Superior+";"Branca";"4.3";"Privada"
"50357";"Estudar";"Fund+";"Parda";"5.97";"Privada"
"50358";"Nao_Sabe";"Fund+";"Branca";"6.43";"Publica"
"50359";"Estudar";"Medio+";"Parda";"6.28";"Publica"
"50360";"Trabalhar";"Superior+";"Branca";"4.35";"Publica"
"50361";"Nao_Sabe";"Fund-";"Parda";"3.59";"Publica"
"50362";"Trabalhar";"Fund-";"Parda";"4.78";"Publica"
"50363";"Trabalhar";"Fund-";"Parda";"5.18";"Publica"
"50364";"Trabalhar";"Fund+";"Parda";"5.42";"Pub+Pri"
"50365";"Trabalhar";"Fund-";"Branca";"5.61";"Publica"
"50366";"Trabalhar";"Fund-";"Branca";"";"Publica"
"50367";"Trabalhar";"Medio+";"Branca";"5.02";"Pub+Pri"
"50368";"Estudar";"Medio+";"Branca";"6.49";"Publica"
"50369";"Trabalhar";"Medio+";"Parda";"4.85";"Publica"
"50370";"Estudar";"Fund-";"Parda";"5.05";"Publica"
"50371";"Nao_Sabe";"Fund-";"Parda";"5.2";"Publica"
"50372";"Trabalhar";"Fund-";"Branca";"5.37";"Publica"
"50373";"Nao_Sabe";"Fund+";"Parda";"5.83";"Privada"
"50374";"Estudar";"Medio+";"Branca";"5.48";"Pub+Pri"
"50375";"Estudar";"Medio+";"Parda";"6.37";"Pub+Pri"
"50376";"Trabalhar";"Superior+";"Parda";"5.02";"Publica"
"50377";"Trabalhar";"Fund+";"Branca";"6.34";"Publica"
"50378";"Trabalhar";"Fund+";"Branca";"6.36";"Publica"
"50379";"Nao_Sabe";"Medio+";"Branca";"6.01";"Pub+Pri"
"50380";"Trabalhar";"Fund+";"Branca";"5.49";"Publica"
"50381";"Trabalhar";"Fund+";"Parda";"5.65";"Publica"
"50382";"Estudar";"Medio+";"Branca";"5.9";"Pub+Pri"
"50383";"Trabalhar";"Fund+";"Branca";"5.34";"Publica"
"50384";"Trabalhar";"Fund+";"Preta";"6.83";"Privada"
"50385";"Estudar";"Superior+";"Branca";"5.22";"Publica"
"50386";"Trabalhar";"Fund-";"Branca";"5.29";"Publica"
"50387";"Nao_Sabe";"Fund+";"Preta";"5.27";"Pub+Pri"
"50388";"Trabalhar";"Fund+";"Preta";"5.75";"Publica"
"50389";"Estudar";"Fund+";"Branca";"7.18";"Pub+Pri"
"50390";"Estudar";"Fund+";"Branca";"6.08";"Publica"
"50391";"Nao_Sabe";"Fund+";"Preta";"4.88";"Publica"
"50392";"Trabalhar";"Fund-";"Branca";"5.56";"Publica"
"50393";"Trabalhar";"Fund-";"Parda";"4.45";"Publica"
"50394";"Nao_Sabe";"Superior+";"Preta";"4.95";"Publica"
"50395";"Trabalhar";"Medio+";"Branca";"4.81";"Publica"
"50396";"Estudar";"Fund+";"Preta";"5.16";"Publica"
"50397";"Trabalhar";"Fund+";"Parda";"4.9";"Publica"
"50398";"Estudar";"Medio+";"Branca";"";"Publica"
"50399";"Estudar";"Fund-";"Branca";"4.82";"Publica"
"50400";"Nao_Sabe";"Superior+";"Preta";"4.7";"Publica"
"50401";"Trabalhar";"Fund+";"Preta";"4.62";"Publica"
"50402";"Trabalhar";"Fund+";"Branca";"5.69";"Pub+Pri"
"50403";"Trabalhar";"Fund-";"Parda";"5.43";"Publica"
"50404";"Trabalhar";"Medio+";"Parda";"5.55";"Pub+Pri"
"50405";"Trabalhar";"Superior+";"Branca";"4.82";"Publica"
"50406";"Trabalhar";"Fund-";"Branca";"5.6";"Publica"
"50407";"Nao_Sabe";"Fund-";"Parda";"3.37";"Publica"
"50408";"Trabalhar";"Fund+";"Parda";"5.06";"Publica"
"50409";"Trabalhar";"Fund-";"Parda";"4.35";"Publica"
"50410";"Trabalhar";"Fund+";"Parda";"5.05";"Publica"
"50411";"Trabalhar";"Fund+";"Parda";"5.95";"Pub+Pri"
"50412";"Trabalhar";"Fund-";"Parda";"4.91";"Publica"
"50413";"Trabalhar";"Fund+";"Parda";"4.95";"Publica"
"50414";"Trabalhar";"Fund+";"Branca";"6.38";"Publica"
"50415";"Trabalhar";"Fund+";"Branca";"4.62";"Publica"
"50416";"Trabalhar";"Fund+";"Branca";"6.4";"Publica"
"50417";"Trabalhar";"Fund-";"Parda";"3.81";"Publica"
"50418";"Trabalhar";"Fund-";"Parda";"4.7";"Publica"
"50419";"Trabalhar";"Fund+";"Parda";"4.71";"Publica"
"50420";"Trabalhar";"Fund+";"Parda";"5.21";"Publica"
"50421";"Nao_Sabe";"Medio+";"Parda";"4.05";"Publica"
"50422";"Estudar";"Fund-";"Preta";"";"Publica"
"50423";"Trabalhar";"Superior+";"Parda";"4.39";"Publica"
"50424";"Nao_Sabe";"Fund-";"Preta";"5.25";"Pub+Pri"
"50425";"Nao_Sabe";"Fund+";"Branca";"5.09";"Publica"
"50426";"Trabalhar";"Fund+";"Preta";"6.11";"Publica"
"50427";"Trabalhar";"Superior+";"Preta";"4.04";"Publica"
"50428";"Trabalhar";"Fund+";"Parda";"5.52";"Pub+Pri"
"50429";"Nao_Sabe";"Medio+";"Preta";"4.05";"Publica"
"50430";"Trabalhar";"Fund+";"Parda";"3.5";"Publica"
"50431";"Nao_Sabe";"Medio+";"Branca";"6.73";"Pub+Pri"
"50432";"Nao_Sabe";"Fund-";"Parda";"4.78";"Publica"
"50433";"Estudar";"Medio+";"Branca";"5.95";"Publica"
"50434";"Estudar";"Medio+";"Branca";"6.37";"Pub+Pri"
"50435";"Trabalhar";"Fund+";"Parda";"5.57";"Publica"
"50436";"Nao_Sabe";"Fund-";"Parda";"4.84";"Publica"
"50437";"Estudar";"Superior+";"Parda";"4.52";"Publica"
"50438";"Estudar";"Medio+";"Preta";"5.33";"Privada"
"50439";"Estudar";"Medio+";"Branca";"5.2";"Privada"
"50440";"Nao_Sabe";"Medio+";"Parda";"6.59";"Privada"
"50441";"Trabalhar";"Superior+";"Branca";"4.6";"Publica"
"50442";"Nao_Sabe";"Superior+";"Parda";"4.27";"Publica"
"50443";"Nao_Sabe";"Fund+";"Branca";"4.11";"Publica"
"50444";"Trabalhar";"Fund+";"Parda";"5.12";"Publica"
"50445";"Trabalhar";"Superior+";"Parda";"5.53";"Publica"
"50446";"Trabalhar";"Fund+";"Preta";"5.52";"Publica"
"50447";"Trabalhar";"Fund-";"Parda";"";"Publica"
"50448";"Trabalhar";"Superior+";"Parda";"4.41";"Publica"
"50449";"Trabalhar";"Fund+";"Preta";"4.92";"Publica"
"50450";"Trabalhar";"Superior+";"Branca";"5.24";"Publica"
"50451";"Nao_Sabe";"Superior+";"Preta";"4.68";"Publica"
"50452";"Estudar";"Fund-";"Branca";"4.66";"Publica"
"50453";"Nao_Sabe";"Fund-";"Branca";"6.44";"Publica"
"50454";"Estudar";"Fund+";"Preta";"5.07";"Pub+Pri"
"50455";"Estudar";"Fund-";"Preta";"";"Publica"
"50456";"Trabalhar";"Fund+";"Branca";"4.43";"Publica"
"50457";"Nao_Sabe";"Fund+";"Parda";"5.51";"Publica"
"50458";"Nao_Sabe";"Fund-";"Branca";"3.9";"Publica"
"50459";"Estudar";"Medio+";"Preta";"4.63";"Publica"
"50460";"Trabalhar";"Fund+";"Branca";"5.32";"Publica"
"50461";"Trabalhar";"Fund-";"Preta";"5.01";"Publica"
"50462";"Estudar";"Fund-";"Parda";"6.49";"Publica"
"50463";"Trabalhar";"Medio+";"Branca";"7.34";"Pub+Pri"
"50464";"Nao_Sabe";"Superior+";"Parda";"5.58";"Publica"
"50465";"Trabalhar";"Fund+";"Parda";"5.15";"Publica"
"50466";"Trabalhar";"Superior+";"Preta";"5.34";"Publica"
"50467";"Trabalhar";"Fund+";"Branca";"4.63";"Publica"
"50468";"Nao_Sabe";"Medio+";"Parda";"6.11";"Publica"
"50469";"Estudar";"Fund+";"Branca";"6.1";"Publica"
"50470";"Trabalhar";"Fund+";"Preta";"6.27";"Publica"
"50471";"Trabalhar";"Fund+";"Branca";"6.15";"Pub+Pri"
"50472";"Trabalhar";"Medio+";"Parda";"6.62";"Publica"
"50473";"Trabalhar";"Fund-";"Preta";"";"Publica"
"50474";"Nao_Sabe";"Medio+";"Parda";"";"Publica"
"50475";"Trabalhar";"Medio+";"Parda";"";"Publica"
"50476";"Trabalhar";"Fund+";"Preta";"";"Publica"
"50477";"Nao_Sabe";"Superior+";"Branca";"5.19";"Publica"
"50478";"Trabalhar";"Fund-";"Parda";"5.47";"Publica"
"50479";"Nao_Sabe";"Fund+";"Branca";"";"Publica"
"50480";"Trabalhar";"Fund+";"Parda";"4.97";"Publica"
"50481";"Trabalhar";"Fund+";"Branca";"4.64";"Publica"
"50482";"Trabalhar";"Superior+";"Branca";"4.02";"Publica"
"50483";"Nao_Sabe";"Fund+";"Parda";"4.86";"Publica"
"50484";"Trabalhar";"Fund-";"Branca";"5.2";"Publica"
"50485";"Nao_Sabe";"Superior+";"Parda";"5.32";"Publica"
"50486";"Trabalhar";"Superior+";"Preta";"4.14";"Publica"
"50487";"Trabalhar";"Fund-";"Preta";"5.43";"Publica"
"50488";"Trabalhar";"Fund+";"Preta";"";"Publica"
"50489";"Estudar";"Fund-";"Parda";"5.48";"Publica"
"50490";"Trabalhar";"Fund+";"Branca";"4.01";"Publica"
"50491";"Nao_Sabe";"Superior+";"Branca";"4.82";"Publica"
"50492";"Estudar";"Fund+";"Branca";"5.25";"Publica"
"50493";"Estudar";"Fund-";"Branca";"5.6";"Publica"
"50494";"Trabalhar";"Fund-";"Parda";"2.78";"Publica"
"50495";"Trabalhar";"Superior+";"Parda";"5.19";"Publica"
"50496";"Trabalhar";"Fund-";"Parda";"4.56";"Publica"
"50497";"Nao_Sabe";"Medio+";"Branca";"5.5";"Pub+Pri"
"50498";"Trabalhar";"Fund+";"Preta";"5.28";"Publica"
"50499";"Nao_Sabe";"Medio+";"Parda";"5.06";"Publica"
"50500";"Estudar";"Fund+";"Preta";"4.67";"Publica"
"50501";"Nao_Sabe";"Fund+";"Preta";"5.16";"Publica"
"50502";"Nao_Sabe";"Fund+";"Parda";"4.82";"Pub+Pri"
"50503";"Nao_Sabe";"Fund+";"Parda";"5.32";"Publica"
"50504";"Nao_Sabe";"Fund+";"Branca";"5.03";"Pub+Pri"
"50505";"Nao_Sabe";"Fund+";"Parda";"4.19";"Publica"
"50506";"Nao_Sabe";"Fund-";"Branca";"6.19";"Publica"
"50507";"Nao_Sabe";"Fund-";"Preta";"5.56";"Publica"
"50508";"Trabalhar";"Fund-";"Parda";"2.64";"Publica"
"50509";"Nao_Sabe";"Fund+";"Parda";"4.19";"Publica"
"50510";"Trabalhar";"Superior+";"Branca";"4.4";"Publica"
"50511";"Trabalhar";"Fund+";"Preta";"4.83";"Publica"
"50512";"Trabalhar";"Fund-";"Parda";"4.56";"Publica"
"50513";"Trabalhar";"Fund-";"Parda";"4.91";"Publica"
"50514";"Trabalhar";"Fund-";"Branca";"4.97";"Publica"
"50515";"Trabalhar";"Superior+";"Branca";"";"Publica"
"50516";"Trabalhar";"Fund+";"Branca";"5.28";"Publica"
"50517";"Nao_Sabe";"Fund+";"Preta";"6.71";"Publica"
"50518";"Estudar";"Fund+";"Parda";"4.43";"Publica"
"50519";"Trabalhar";"Fund-";"Parda";"5.41";"Publica"
"50520";"Trabalhar";"Fund+";"Branca";"4.76";"Publica"
"50521";"Nao_Sabe";"Superior+";"Preta";"3.44";"Publica"
"50522";"Nao_Sabe";"Fund+";"Parda";"6.1";"Publica"
"50523";"Estudar";"Fund-";"Parda";"4.91";"Publica"
"50524";"Trabalhar";"Superior+";"Branca";"4.7";"Publica"
"50525";"Nao_Sabe";"Fund-";"Branca";"5.25";"Pub+Pri"
"50526";"Estudar";"Medio+";"Preta";"4.49";"Publica"
"50527";"Nao_Sabe";"Fund-";"Preta";"4.88";"Publica"
"50528";"Nao_Sabe";"Fund+";"Parda";"4.64";"Publica"
"50529";"Trabalhar";"Superior+";"Preta";"4.92";"Publica"
"50530";"Nao_Sabe";"Superior+";"Branca";"4.49";"Publica"
"50531";"Trabalhar";"Fund-";"Branca";"5.41";"Publica"
"50532";"Trabalhar";"Fund-";"Branca";"4.54";"Publica"
"50533";"Trabalhar";"Superior+";"Parda";"5.01";"Publica"
"50534";"Trabalhar";"Fund+";"Parda";"6.1";"Publica"
"50535";"Trabalhar";"Fund-";"Parda";"5.09";"Publica"
"50536";"Nao_Sabe";"Fund-";"Branca";"4.35";"Publica"
"50537";"Trabalhar";"Superior+";"Parda";"6.69";"Publica"
"50538";"Trabalhar";"Fund+";"Preta";"4.41";"Publica"
"50539";"Trabalhar";"Fund-";"Parda";"3.59";"Publica"
"50540";"Trabalhar";"Fund+";"Preta";"7.26";"Publica"
"50541";"Trabalhar";"Fund-";"Parda";"5.42";"Publica"
"50542";"Trabalhar";"Fund+";"Parda";"4.91";"Pub+Pri"
"50543";"Estudar";"Fund+";"Branca";"4.22";"Publica"
"50544";"Nao_Sabe";"Fund-";"Parda";"4.47";"Publica"
"50545";"Nao_Sabe";"Fund-";"Preta";"4.22";"Publica"
"50546";"Nao_Sabe";"Fund-";"Parda";"4.56";"Publica"
"50547";"Trabalhar";"Superior+";"Preta";"4.17";"Publica"
"50548";"Trabalhar";"Fund+";"Branca";"5.36";"Publica"
"50549";"Nao_Sabe";"Fund+";"Parda";"5.62";"Pub+Pri"
"50550";"Trabalhar";"Fund-";"Branca";"4.31";"Publica"
"50551";"Trabalhar";"Superior+";"Parda";"5.88";"Publica"
"50552";"Estudar";"Fund-";"Parda";"5.89";"Publica"
"50553";"Nao_Sabe";"Superior+";"Branca";"3.4";"Publica"
"50554";"Nao_Sabe";"Fund-";"Parda";"4.77";"Publica"
"50555";"Trabalhar";"Fund-";"Branca";"5.19";"Publica"
"50556";"Trabalhar";"Superior+";"Branca";"6.51";"Publica"
"50557";"Nao_Sabe";"Fund-";"Preta";"3.35";"Publica"
"50558";"Trabalhar";"Fund-";"Parda";"5.01";"Publica"
"50559";"Trabalhar";"Fund-";"Parda";"5.66";"Publica"
"50560";"Nao_Sabe";"Superior+";"Branca";"5.12";"Privada"
"50561";"Trabalhar";"Superior+";"Branca";"3.86";"Publica"
"50562";"Estudar";"Fund+";"Parda";"5.09";"Publica"
