"";"trabalha";"mae";"raça";"NSEAluno";"major"
"50563";"Trabalhar";"Fund+";"Parda";"5.46";"Publica"
"50564";"Trabalhar";"Fund+";"Branca";"5.16";"Publica"
"50565";"Estudar";"Medio+";"Branca";"5.84";"Publica"
"50566";"Trabalhar";"Fund-";"Parda";"3.45";"Publica"
"50567";"Nao_Sabe";"Superior+";"Branca";"4.63";"Publica"
"50568";"Nao_Sabe";"Fund-";"Preta";"5.32";"Pub+Pri"
"50569";"Trabalhar";"Fund+";"Preta";"5.63";"Publica"
"50570";"Estudar";"Fund-";"Parda";"4.89";"Publica"
"50571";"Trabalhar";"Superior+";"Parda";"4.87";"Publica"
"50572";"Trabalhar";"Fund-";"Parda";"4.02";"Publica"
"50573";"Nao_Sabe";"Superior+";"Parda";"3.86";"Publica"
"50574";"Trabalhar";"Medio+";"Branca";"5.49";"Publica"
"50575";"Trabalhar";"Fund+";"Parda";"4.89";"Publica"
"50576";"Nao_Sabe";"Fund-";"Parda";"4.21";"Publica"
"50577";"Trabalhar";"Fund-";"Parda";"4.55";"Publica"
"50578";"Trabalhar";"Fund-";"Parda";"4.5";"Publica"
"50579";"Trabalhar";"Superior+";"Preta";"5.81";"Publica"
"50580";"Trabalhar";"Fund+";"Parda";"5.4";"Publica"
"50581";"Trabalhar";"Fund+";"Preta";"4.74";"Publica"
"50582";"Nao_Sabe";"Fund-";"Parda";"4.73";"Publica"
"50583";"Trabalhar";"Fund+";"Parda";"4.78";"Publica"
"50584";"Trabalhar";"Fund+";"Branca";"4.65";"Publica"
"50585";"Trabalhar";"Fund-";"Branca";"3.84";"Publica"
"50586";"Trabalhar";"Fund-";"Parda";"4.53";"Publica"
"50587";"Trabalhar";"Superior+";"Preta";"4.18";"Publica"
"50588";"Trabalhar";"Fund-";"Parda";"4.93";"Publica"
"50589";"Trabalhar";"Fund-";"Branca";"4.59";"Publica"
"50590";"Nao_Sabe";"Superior+";"Branca";"5.29";"Publica"
"50591";"Nao_Sabe";"Superior+";"Branca";"5.28";"Publica"
"50592";"Trabalhar";"Medio+";"Parda";"5.23";"Publica"
"50593";"Trabalhar";"Fund+";"Branca";"5.36";"Publica"
"50594";"Trabalhar";"Fund-";"Branca";"2.98";"Pub+Pri"
"50595";"Trabalhar";"Fund+";"Branca";"4.39";"Publica"
"50596";"Trabalhar";"Fund-";"Branca";"5.19";"Publica"
"50597";"Nao_Sabe";"Fund+";"Parda";"4.94";"Publica"
"50598";"Trabalhar";"Fund-";"Parda";"5.43";"Publica"
"50599";"Nao_Sabe";"Superior+";"Preta";"4.6";"Publica"
"50600";"Nao_Sabe";"Superior+";"Branca";"4.67";"Publica"
"50601";"Nao_Sabe";"Fund+";"Parda";"5.08";"Publica"
"50602";"Trabalhar";"Fund-";"Parda";"5.11";"Publica"
"50603";"Trabalhar";"Fund-";"Preta";"4.48";"Publica"
"50604";"Nao_Sabe";"Fund+";"Parda";"3.13";"Publica"
"50605";"Nao_Sabe";"Fund-";"Parda";"4.99";"Publica"
"50606";"Nao_Sabe";"Fund+";"Preta";"";"Publica"
"50607";"Trabalhar";"Superior+";"Preta";"5.96";"Publica"
"50608";"Estudar";"Fund-";"Branca";"3.97";"Publica"
"50609";"Nao_Sabe";"Medio+";"Preta";"5.15";"Publica"
"50610";"Nao_Sabe";"Fund-";"Branca";"5.29";"Publica"
"50611";"Trabalhar";"Fund+";"Branca";"5.62";"Publica"
"50612";"Nao_Sabe";"Fund+";"Parda";"4.71";"Publica"
"50613";"Estudar";"Fund-";"Preta";"5.32";"Publica"
"50614";"Trabalhar";"Fund-";"Preta";"";"Privada"
"50615";"Trabalhar";"Fund+";"Branca";"5.28";"Publica"
"50616";"Estudar";"Medio+";"Branca";"6.38";"Publica"
"50617";"Nao_Sabe";"Fund+";"Branca";"5.71";"Publica"
"50618";"Trabalhar";"Fund-";"Parda";"5.21";"Publica"
"50619";"Estudar";"Fund+";"Branca";"5.4";"Pub+Pri"
"50620";"Nao_Sabe";"Fund+";"Branca";"4.92";"Publica"
"50621";"Nao_Sabe";"Fund-";"Parda";"5.29";"Publica"
"50622";"Estudar";"Fund+";"Branca";"6.12";"Publica"
"50623";"Nao_Sabe";"Medio+";"Branca";"5.52";"Publica"
"50624";"Nao_Sabe";"Fund-";"Branca";"5.08";"Pub+Pri"
"50625";"Estudar";"Medio+";"Branca";"7";"Pub+Pri"
"50626";"Estudar";"Medio+";"Branca";"6.26";"Publica"
"50627";"Estudar";"Medio+";"Preta";"6.24";"Publica"
"50628";"Nao_Sabe";"Medio+";"Branca";"";"Privada"
"50629";"Estudar";"Medio+";"Branca";"6.7";"Publica"
"50630";"Estudar";"Medio+";"Branca";"5.53";"Pub+Pri"
"50631";"Estudar";"Medio+";"Branca";"7.12";"Pub+Pri"
"50632";"Trabalhar";"Fund-";"Branca";"4.89";"Publica"
"50633";"Estudar";"Fund+";"Branca";"5.93";"Pub+Pri"
"50634";"Estudar";"Medio+";"Branca";"6.04";"Publica"
"50635";"Estudar";"Fund+";"Branca";"5.95";"Pub+Pri"
"50636";"Estudar";"Fund-";"Branca";"7.09";"Pub+Pri"
"50637";"Trabalhar";"Fund-";"Branca";"5.99";"Publica"
"50638";"Estudar";"Medio+";"Branca";"5.95";"Publica"
"50639";"Nao_Sabe";"Fund-";"Branca";"6.24";"Publica"
"50640";"Nao_Sabe";"Fund+";"Parda";"4.78";"Publica"
"50641";"Estudar";"Medio+";"Branca";"6.7";"Publica"
"50642";"Nao_Sabe";"Superior+";"Branca";"5.76";"Publica"
"50643";"Nao_Sabe";"Superior+";"Branca";"4.81";"Publica"
"50644";"Nao_Sabe";"Fund-";"Preta";"4.35";"Publica"
"50645";"Trabalhar";"Fund-";"Parda";"5.33";"Publica"
"50646";"Nao_Sabe";"Fund-";"Branca";"5.02";"Publica"
"50647";"Nao_Sabe";"Fund+";"Branca";"5.35";"Publica"
"50648";"Nao_Sabe";"Superior+";"Branca";"4.32";"Publica"
"50649";"Nao_Sabe";"Superior+";"Parda";"5.3";"Publica"
"50650";"Trabalhar";"Fund-";"Parda";"5.46";"Publica"
"50651";"Nao_Sabe";"Fund-";"Branca";"5.29";"Publica"
"50652";"Trabalhar";"Superior+";"Preta";"4.86";"Publica"
"50653";"Trabalhar";"Superior+";"Parda";"4.7";"Publica"
"50654";"Estudar";"Fund-";"Branca";"5.7";"Publica"
"50655";"Nao_Sabe";"Fund-";"Parda";"5.65";"Publica"
"50656";"Estudar";"Superior+";"Branca";"5.43";"Publica"
"50657";"Trabalhar";"Medio+";"Parda";"6.19";"Publica"
"50658";"Nao_Sabe";"Fund+";"Branca";"5.98";"Publica"
"50659";"Nao_Sabe";"Fund+";"Parda";"5.52";"Publica"
"50660";"Nao_Sabe";"Fund-";"Branca";"4.65";"Publica"
"50661";"Nao_Sabe";"Superior+";"Branca";"5";"Pub+Pri"
"50662";"Nao_Sabe";"Fund-";"Branca";"6.73";"Publica"
"50663";"Trabalhar";"Fund-";"Parda";"5.57";"Publica"
"50664";"Trabalhar";"Superior+";"Branca";"6.27";"Publica"
"50665";"Trabalhar";"Superior+";"Parda";"6.04";"Publica"
"50666";"Trabalhar";"Fund+";"Preta";"6.13";"Publica"
"50667";"Nao_Sabe";"Fund+";"Branca";"5.32";"Publica"
"50668";"Trabalhar";"Fund-";"Branca";"4.13";"Publica"
"50669";"Trabalhar";"Fund+";"Branca";"6.29";"Publica"
"50670";"Nao_Sabe";"Superior+";"Parda";"5.76";"Pub+Pri"
"50671";"Trabalhar";"Fund+";"Parda";"7.38";"Pub+Pri"
"50672";"Nao_Sabe";"Superior+";"Branca";"6.61";"Publica"
"50673";"Nao_Sabe";"Fund-";"Branca";"4.69";"Publica"
"50674";"Trabalhar";"Fund-";"Branca";"5.09";"Publica"
"50675";"Trabalhar";"Fund+";"Parda";"5.15";"Publica"
"50676";"Trabalhar";"Superior+";"Parda";"3.7";"Publica"
"50677";"Estudar";"Superior+";"Branca";"5.58";"Publica"
"50678";"Nao_Sabe";"Fund+";"Parda";"4.61";"Publica"
"50679";"Trabalhar";"Superior+";"Branca";"5.03";"Publica"
"50680";"Trabalhar";"Superior+";"Branca";"4.35";"Publica"
"50681";"Trabalhar";"Fund+";"Parda";"5.37";"Publica"
"50682";"Trabalhar";"Fund+";"Parda";"4.82";"Publica"
"50683";"Nao_Sabe";"Superior+";"Preta";"4.17";"Publica"
"50684";"Nao_Sabe";"Fund-";"Branca";"4.71";"Publica"
"50685";"Nao_Sabe";"Superior+";"Branca";"5.54";"Publica"
"50686";"Trabalhar";"Medio+";"Preta";"5.98";"Pub+Pri"
"50687";"Trabalhar";"Fund+";"Preta";"5.61";"Publica"
"50688";"Nao_Sabe";"Superior+";"Branca";"5.83";"Publica"
"50689";"Trabalhar";"Fund+";"Branca";"4.27";"Privada"
"50690";"Trabalhar";"Fund-";"Preta";"5.79";"Publica"
"50691";"Nao_Sabe";"Superior+";"Parda";"4.71";"Publica"
"50692";"Trabalhar";"Fund-";"Parda";"";"Publica"
"50693";"Nao_Sabe";"Fund-";"Parda";"4.75";"Publica"
"50694";"Trabalhar";"Fund-";"Parda";"4.82";"Publica"
"50695";"Estudar";"Medio+";"Branca";"5.67";"Publica"
"50696";"Trabalhar";"Fund+";"Preta";"5.58";"Publica"
"50697";"Trabalhar";"Fund+";"Branca";"4.49";"Publica"
"50698";"Trabalhar";"Superior+";"Branca";"5.26";"Publica"
"50699";"Trabalhar";"Superior+";"Parda";"5.07";"Publica"
"50700";"Nao_Sabe";"Fund-";"Parda";"5.89";"Publica"
"50701";"Trabalhar";"Fund-";"Branca";"4.71";"Publica"
"50702";"Estudar";"Medio+";"Branca";"5.7";"Privada"
"50703";"Trabalhar";"Medio+";"Preta";"5.22";"Publica"
"50704";"Nao_Sabe";"Fund+";"Parda";"5.57";"Publica"
"50705";"Nao_Sabe";"Fund+";"Branca";"4.81";"Publica"
"50706";"Nao_Sabe";"Fund-";"Parda";"5.43";"Publica"
"50707";"Trabalhar";"Fund-";"Preta";"4.9";"Publica"
"50708";"Nao_Sabe";"Medio+";"Branca";"6.09";"Publica"
"50709";"Trabalhar";"Fund-";"Parda";"5.09";"Publica"
"50710";"Trabalhar";"Fund-";"Preta";"5.06";"Publica"
"50711";"Trabalhar";"Fund+";"Preta";"4.72";"Publica"
"50712";"Trabalhar";"Fund-";"Preta";"5.39";"Publica"
"50713";"Trabalhar";"Fund-";"Branca";"3.59";"Publica"
"50714";"Nao_Sabe";"Fund-";"Parda";"5.19";"Pub+Pri"
"50715";"Trabalhar";"Fund+";"Branca";"4.48";"Privada"
"50716";"Estudar";"Fund+";"Branca";"6.93";"Pub+Pri"
"50717";"Trabalhar";"Fund+";"Branca";"5.47";"Publica"
"50718";"Nao_Sabe";"Superior+";"Branca";"6.29";"Publica"
"50719";"Estudar";"Medio+";"Branca";"6.14";"Publica"
"50720";"Trabalhar";"Fund-";"Branca";"";"Publica"
"50721";"Trabalhar";"Fund-";"Branca";"4.44";"Publica"
"50722";"Nao_Sabe";"Fund+";"Branca";"3.66";"Pub+Pri"
"50723";"Nao_Sabe";"Fund-";"Parda";"5.6";"Publica"
"50724";"Nao_Sabe";"Fund+";"Branca";"5.91";"Publica"
"50725";"Estudar";"Medio+";"Branca";"5.99";"Privada"
"50726";"Trabalhar";"Fund-";"Parda";"5.47";"Publica"
"50727";"Trabalhar";"Fund+";"Parda";"4.55";"Publica"
"50728";"Trabalhar";"Fund-";"Branca";"5.56";"Publica"
"50729";"Estudar";"Fund-";"Branca";"3.44";"Publica"
"50730";"Nao_Sabe";"Fund+";"Parda";"6.6";"Publica"
"50731";"Trabalhar";"Fund-";"Branca";"3.48";"Publica"
"50732";"Trabalhar";"Superior+";"Branca";"5.05";"Publica"
"50733";"Trabalhar";"Superior+";"Branca";"6.16";"Publica"
"50734";"Trabalhar";"Fund-";"Branca";"5.03";"Publica"
"50735";"Nao_Sabe";"Fund-";"Branca";"6.64";"Publica"
"50736";"Trabalhar";"Superior+";"Branca";"5.85";"Publica"
"50737";"Trabalhar";"Superior+";"Branca";"5.12";"Pub+Pri"
"50738";"Trabalhar";"Superior+";"Branca";"4.97";"Publica"
"50739";"Nao_Sabe";"Fund-";"Branca";"4.77";"Publica"
"50740";"Nao_Sabe";"Fund-";"Branca";"5.96";"Pub+Pri"
"50741";"Trabalhar";"Fund-";"Branca";"4.42";"Publica"
"50742";"Trabalhar";"Fund-";"Parda";"5.78";"Publica"
"50743";"Trabalhar";"Fund-";"Branca";"5.41";"Publica"
"50744";"Trabalhar";"Fund+";"Parda";"4.97";"Publica"
"50745";"Nao_Sabe";"Fund-";"Parda";"3.22";"Publica"
"50746";"Trabalhar";"Fund+";"Parda";"5.19";"Publica"
"50747";"Trabalhar";"Fund+";"Parda";"5.94";"Publica"
"50748";"Estudar";"Superior+";"Preta";"5.87";"Publica"
"50749";"Trabalhar";"Medio+";"Branca";"4.67";"Pub+Pri"
"50750";"Trabalhar";"Fund-";"Branca";"4.71";"Publica"
"50751";"Nao_Sabe";"Fund-";"Parda";"4.8";"Publica"
"50752";"Nao_Sabe";"Fund-";"Parda";"5.28";"Publica"
"50753";"Trabalhar";"Fund-";"Branca";"4.03";"Publica"
"50754";"Nao_Sabe";"Fund-";"Branca";"5.65";"Publica"
"50755";"Nao_Sabe";"Medio+";"Parda";"5.93";"Publica"
"50756";"Nao_Sabe";"Fund+";"Branca";"4.57";"Publica"
"50757";"Nao_Sabe";"Fund+";"Branca";"4.88";"Publica"
"50758";"Estudar";"Fund+";"Branca";"5.96";"Pub+Pri"
"50759";"Trabalhar";"Fund+";"Parda";"4.55";"Publica"
"50760";"Trabalhar";"Medio+";"Parda";"5.42";"Publica"
"50761";"Trabalhar";"Fund-";"Branca";"5.92";"Publica"
"50762";"Nao_Sabe";"Fund+";"Branca";"6.14";"Publica"
"50763";"Trabalhar";"Fund+";"Branca";"";"Publica"
"50764";"Trabalhar";"Superior+";"Preta";"6.81";"Publica"
"50765";"Trabalhar";"Fund-";"Parda";"4.58";"Publica"
"50766";"Trabalhar";"Medio+";"Branca";"4.77";"Pub+Pri"
"50767";"Estudar";"Medio+";"Branca";"6.23";"Pub+Pri"
"50768";"Nao_Sabe";"Medio+";"Branca";"4.95";"Publica"
"50769";"Estudar";"Fund+";"Branca";"6.95";"Pub+Pri"
"50770";"Trabalhar";"Superior+";"Preta";"";"Pub+Pri"
"50771";"Trabalhar";"Fund+";"Preta";"5.15";"Publica"
"50772";"Estudar";"Medio+";"Parda";"6.75";"Publica"
"50773";"Trabalhar";"Fund+";"Branca";"6.02";"Publica"
"50774";"Nao_Sabe";"Fund-";"Preta";"3.71";"Publica"
"50775";"Trabalhar";"Fund-";"Preta";"4.2";"Publica"
"50776";"Trabalhar";"Fund-";"Parda";"4.81";"Publica"
"50777";"Trabalhar";"Fund+";"Parda";"4.9";"Pub+Pri"
"50778";"Nao_Sabe";"Fund-";"Branca";"5.16";"Publica"
"50779";"Nao_Sabe";"Fund+";"Parda";"6.02";"Publica"
"50780";"Trabalhar";"Fund-";"Branca";"6.54";"Publica"
"50781";"Nao_Sabe";"Fund-";"Branca";"5.56";"Publica"
"50782";"Trabalhar";"Fund+";"Preta";"5.9";"Publica"
"50783";"Trabalhar";"Fund+";"Parda";"4.73";"Publica"
"50784";"Trabalhar";"Fund+";"Parda";"4.97";"Publica"
"50785";"Trabalhar";"Fund-";"Parda";"5.3";"Publica"
"50786";"Estudar";"Fund+";"Branca";"5.93";"Pub+Pri"
"50787";"Nao_Sabe";"Medio+";"Preta";"5.52";"Publica"
"50788";"Estudar";"Fund-";"Branca";"5.71";"Publica"
"50789";"Estudar";"Fund+";"Branca";"6.11";"Publica"
"50790";"Trabalhar";"Fund+";"Branca";"5.78";"Publica"
"50791";"Trabalhar";"Fund+";"Branca";"6.63";"Publica"
"50792";"Trabalhar";"Fund-";"Preta";"3.79";"Publica"
"50793";"Nao_Sabe";"Fund+";"Branca";"3.98";"Publica"
"50794";"Estudar";"Medio+";"Branca";"6.78";"Pub+Pri"
"50795";"Estudar";"Medio+";"Branca";"6.22";"Privada"
"50796";"Nao_Sabe";"Fund+";"Branca";"5.53";"Publica"
"50797";"Nao_Sabe";"Medio+";"Branca";"5.67";"Pub+Pri"
"50798";"Estudar";"Medio+";"Branca";"6.23";"Pub+Pri"
"50799";"Nao_Sabe";"Fund+";"Parda";"6.23";"Publica"
"50800";"Nao_Sabe";"Medio+";"Branca";"5.89";"Publica"
"50801";"Estudar";"Fund+";"Branca";"5.56";"Pub+Pri"
"50802";"Trabalhar";"Fund+";"Branca";"5.2";"Publica"
"50803";"Estudar";"Medio+";"Branca";"6.77";"Publica"
"50804";"Estudar";"Fund+";"Branca";"5.03";"Pub+Pri"
"50805";"Nao_Sabe";"Fund-";"Parda";"4.94";"Publica"
"50806";"Trabalhar";"Superior+";"Preta";"5.49";"Publica"
"50807";"Trabalhar";"Fund-";"Branca";"5.35";"Publica"
"50808";"Trabalhar";"Superior+";"Branca";"7.14";"Publica"
"50809";"Nao_Sabe";"Superior+";"Preta";"5.71";"Publica"
"50810";"Nao_Sabe";"Superior+";"Branca";"5.48";"Pub+Pri"
"50811";"Trabalhar";"Fund+";"Branca";"6.08";"Pub+Pri"
"50812";"Nao_Sabe";"Medio+";"Branca";"5.96";"Pub+Pri"
"50813";"Nao_Sabe";"Medio+";"Branca";"5.29";"Publica"
"50814";"Trabalhar";"Fund-";"Parda";"3.45";"Publica"
"50815";"Estudar";"Medio+";"Branca";"4.99";"Publica"
"50816";"Trabalhar";"Fund+";"Branca";"4.16";"Publica"
"50817";"Nao_Sabe";"Superior+";"Branca";"4.74";"Publica"
"50818";"Nao_Sabe";"Medio+";"Branca";"6.57";"Pub+Pri"
"50819";"Nao_Sabe";"Fund-";"Parda";"4.98";"Publica"
"50820";"Nao_Sabe";"Fund+";"Parda";"3.52";"Publica"
"50821";"Trabalhar";"Superior+";"Parda";"4.54";"Publica"
"50822";"Trabalhar";"Fund-";"Branca";"4.8";"Publica"
"50823";"Nao_Sabe";"Fund+";"Parda";"4.78";"Publica"
"50824";"Trabalhar";"Superior+";"Parda";"4.97";"Publica"
"50825";"Nao_Sabe";"Fund+";"Branca";"5.1";"Publica"
"50826";"Nao_Sabe";"Fund-";"Branca";"5.07";"Pub+Pri"
"50827";"Trabalhar";"Fund-";"Parda";"5.31";"Publica"
"50828";"Nao_Sabe";"Medio+";"Parda";"7.07";"Pub+Pri"
"50829";"Trabalhar";"Fund+";"Preta";"5.75";"Publica"
"50830";"Estudar";"Medio+";"Preta";"5.02";"Publica"
"50831";"Nao_Sabe";"Superior+";"Parda";"3.55";"Publica"
"50832";"Trabalhar";"Fund+";"Parda";"5.91";"Publica"
"50833";"Trabalhar";"Fund-";"Parda";"5.2";"Publica"
"50834";"Trabalhar";"Superior+";"Parda";"5.05";"Publica"
"50835";"Nao_Sabe";"Fund+";"Branca";"4.8";"Publica"
"50836";"Trabalhar";"Superior+";"Branca";"5.13";"Publica"
"50837";"Trabalhar";"Fund-";"Parda";"3.51";"Publica"
"50838";"Nao_Sabe";"Fund-";"Preta";"5.19";"Publica"
"50839";"Nao_Sabe";"Fund+";"Preta";"5.36";"Publica"
"50840";"Trabalhar";"Fund+";"Preta";"5.31";"Publica"
"50841";"Estudar";"Fund-";"Parda";"5.26";"Publica"
"50842";"Nao_Sabe";"Fund+";"Parda";"4.47";"Publica"
"50843";"Trabalhar";"Fund-";"Preta";"5.33";"Pub+Pri"
"50844";"Estudar";"Medio+";"Branca";"5.77";"Publica"
"50845";"Nao_Sabe";"Fund-";"Parda";"4.99";"Publica"
"50846";"Trabalhar";"Superior+";"Parda";"6.07";"Publica"
"50847";"Nao_Sabe";"Fund-";"Preta";"";"Publica"
"50848";"Nao_Sabe";"Fund+";"Branca";"5.55";"Publica"
"50849";"Trabalhar";"Fund+";"Parda";"4.48";"Publica"
"50850";"Nao_Sabe";"Fund-";"Parda";"4.76";"Publica"
"50851";"Trabalhar";"Fund+";"Branca";"5.41";"Publica"
"50852";"Trabalhar";"Fund+";"Branca";"5.63";"Publica"
"50853";"Trabalhar";"Fund+";"Preta";"4.59";"Publica"
"50854";"Trabalhar";"Fund+";"Branca";"5.68";"Publica"
"50855";"Nao_Sabe";"Fund-";"Parda";"5.3";"Publica"
"50856";"Trabalhar";"Fund-";"Parda";"4.76";"Publica"
"50857";"Nao_Sabe";"Medio+";"Branca";"4.55";"Publica"
"50858";"Nao_Sabe";"Fund-";"Branca";"5.11";"Publica"
"50859";"Nao_Sabe";"Fund+";"Parda";"6.16";"Publica"
"50860";"Trabalhar";"Fund-";"Parda";"4.82";"Publica"
"50861";"Trabalhar";"Fund-";"Parda";"4.71";"Publica"
"50862";"Nao_Sabe";"Fund+";"Branca";"5.74";"Publica"
"50863";"Estudar";"Fund+";"Parda";"5.43";"Publica"
"50864";"Nao_Sabe";"Superior+";"Branca";"4.53";"Publica"
"50865";"Nao_Sabe";"Superior+";"Parda";"4.92";"Publica"
"50866";"Nao_Sabe";"Superior+";"Parda";"5.34";"Publica"
"50867";"Trabalhar";"Fund-";"Parda";"6.19";"Publica"
"50868";"Trabalhar";"Fund-";"Parda";"5.08";"Publica"
"50869";"Nao_Sabe";"Fund+";"Preta";"4.86";"Publica"
"50870";"Trabalhar";"Superior+";"Parda";"3.89";"Publica"
"50871";"Nao_Sabe";"Fund-";"Parda";"4.5";"Publica"
"50872";"Trabalhar";"Fund+";"Preta";"4.34";"Publica"
"50873";"Nao_Sabe";"Fund-";"Preta";"5.49";"Publica"
"50874";"Trabalhar";"Fund+";"Preta";"5";"Publica"
"50875";"Nao_Sabe";"Fund-";"Parda";"4.53";"Publica"
"50876";"Trabalhar";"Fund+";"Parda";"6.3";"Publica"
"50877";"Nao_Sabe";"Fund-";"Branca";"5.41";"Publica"
"50878";"Nao_Sabe";"Fund-";"Parda";"4.39";"Publica"
"50879";"Nao_Sabe";"Fund+";"Preta";"4.17";"Publica"
"50880";"Trabalhar";"Fund+";"Branca";"6.82";"Publica"
"50881";"Nao_Sabe";"Fund+";"Parda";"4.16";"Publica"
"50882";"Trabalhar";"Medio+";"Branca";"6.1";"Pub+Pri"
"50883";"Nao_Sabe";"Fund-";"Parda";"4.21";"Publica"
"50884";"Trabalhar";"Medio+";"Branca";"5.88";"Pub+Pri"
"50885";"Trabalhar";"Fund+";"Parda";"4.91";"Pub+Pri"
"50886";"Trabalhar";"Fund-";"Parda";"5.29";"Publica"
"50887";"Nao_Sabe";"Fund-";"Parda";"4.69";"Publica"
"50888";"Nao_Sabe";"Fund-";"Preta";"5.41";"Publica"
"50889";"Trabalhar";"Fund+";"Preta";"4.89";"Publica"
"50890";"Trabalhar";"Fund-";"Branca";"4.87";"Publica"
"50891";"Nao_Sabe";"Medio+";"Preta";"6.78";"Publica"
"50892";"Estudar";"Fund-";"Parda";"5.36";"Publica"
"50893";"Trabalhar";"Superior+";"Parda";"5.04";"Publica"
"50894";"Trabalhar";"Fund+";"Preta";"5.34";"Publica"
"50895";"Trabalhar";"Superior+";"Parda";"5.3";"Publica"
"50896";"Nao_Sabe";"Fund-";"Parda";"5.37";"Publica"
"50897";"Estudar";"Fund-";"Branca";"4.09";"Publica"
"50898";"Nao_Sabe";"Fund+";"Parda";"4.17";"Publica"
"50899";"Estudar";"Fund+";"Parda";"5.18";"Publica"
"50900";"Nao_Sabe";"Superior+";"Parda";"6.26";"Publica"
"50901";"Nao_Sabe";"Medio+";"Branca";"4.66";"Publica"
"50902";"Trabalhar";"Fund+";"Branca";"4.32";"Pub+Pri"
"50903";"Trabalhar";"Fund-";"Branca";"4.75";"Publica"
"50904";"Nao_Sabe";"Fund-";"Parda";"4.63";"Publica"
"50905";"Trabalhar";"Fund-";"Parda";"3.19";"Publica"
"50906";"Trabalhar";"Fund+";"Branca";"5.46";"Publica"
"50907";"Trabalhar";"Superior+";"Parda";"4.88";"Publica"
"50908";"Nao_Sabe";"Fund+";"Branca";"5.25";"Publica"
"50909";"Nao_Sabe";"Superior+";"Parda";"5.4";"Publica"
"50910";"Nao_Sabe";"Fund+";"Preta";"5.99";"Publica"
"50911";"Trabalhar";"Fund-";"Branca";"4.24";"Publica"
"50912";"Trabalhar";"Fund+";"Parda";"7.26";"Publica"
"50913";"Trabalhar";"Medio+";"Preta";"5.65";"Publica"
"50914";"Nao_Sabe";"Fund+";"Branca";"5.1";"Publica"
"50915";"Trabalhar";"Fund-";"Branca";"5.75";"Publica"
"50916";"Trabalhar";"Superior+";"Branca";"5.98";"Privada"
"50917";"Trabalhar";"Superior+";"Parda";"";"Publica"
"50918";"Trabalhar";"Superior+";"Parda";"5.97";"Publica"
"50919";"Trabalhar";"Superior+";"Parda";"4.72";"Publica"
"50920";"Nao_Sabe";"Superior+";"Parda";"5.66";"Publica"
"50921";"Trabalhar";"Fund+";"Preta";"3.68";"Publica"
"50922";"Trabalhar";"Superior+";"Parda";"5.55";"Publica"
"50923";"Estudar";"Superior+";"Parda";"5.25";"Pub+Pri"
"50924";"Trabalhar";"Superior+";"Preta";"4.57";"Publica"
"50925";"Estudar";"Fund-";"Preta";"6.8";"Pub+Pri"
"50926";"Trabalhar";"Fund-";"Branca";"4.79";"Publica"
"50927";"Estudar";"Fund-";"Branca";"5.25";"Publica"
"50928";"Estudar";"Fund+";"Preta";"5.98";"Publica"
"50929";"Nao_Sabe";"Fund-";"Branca";"4.43";"Publica"
"50930";"Estudar";"Fund-";"Parda";"6";"Publica"
"50931";"Nao_Sabe";"Superior+";"Branca";"5.33";"Publica"
"50932";"Nao_Sabe";"Fund+";"Parda";"5.59";"Publica"
"50933";"Nao_Sabe";"Fund-";"Parda";"4.87";"Pub+Pri"
"50934";"Trabalhar";"Fund-";"Parda";"4.91";"Publica"
"50935";"Trabalhar";"Fund-";"Preta";"4.48";"Publica"
"50936";"Trabalhar";"Superior+";"Parda";"5.57";"Publica"
"50937";"Nao_Sabe";"Fund+";"Branca";"4.86";"Publica"
"50938";"Trabalhar";"Fund-";"Parda";"5.11";"Publica"
"50939";"Trabalhar";"Fund+";"Parda";"4.49";"Publica"
"50940";"Trabalhar";"Fund-";"Branca";"4.37";"Publica"
"50941";"Trabalhar";"Fund-";"Branca";"5.1";"Publica"
"50942";"Nao_Sabe";"Superior+";"Branca";"6.57";"Publica"
"50943";"Nao_Sabe";"Superior+";"Parda";"5.15";"Publica"
"50944";"Nao_Sabe";"Fund+";"Branca";"5.34";"Publica"
"50945";"Nao_Sabe";"Fund+";"Branca";"4.79";"Publica"
"50946";"Nao_Sabe";"Fund-";"Parda";"5.13";"Publica"
"50947";"Estudar";"Fund-";"Parda";"3.94";"Publica"
"50948";"Trabalhar";"Fund-";"Parda";"4.01";"Pub+Pri"
"50949";"Nao_Sabe";"Fund+";"Parda";"4.1";"Publica"
"50950";"Nao_Sabe";"Fund+";"Parda";"3.38";"Publica"
"50951";"Trabalhar";"Fund-";"Preta";"4.22";"Publica"
"50952";"Nao_Sabe";"Superior+";"Branca";"4.16";"Publica"
"50953";"Trabalhar";"Fund+";"Branca";"4.5";"Publica"
"50954";"Nao_Sabe";"Superior+";"Branca";"4.87";"Publica"
"50955";"Trabalhar";"Medio+";"Preta";"5.86";"Publica"
"50956";"Nao_Sabe";"Superior+";"Branca";"5.04";"Publica"
"50957";"Nao_Sabe";"Superior+";"Preta";"5";"Publica"
"50958";"Trabalhar";"Fund-";"Parda";"5.88";"Publica"
"50959";"Estudar";"Medio+";"Branca";"6.03";"Pub+Pri"
"50960";"Trabalhar";"Superior+";"Parda";"4.81";"Publica"
"50961";"Trabalhar";"Superior+";"Branca";"5.66";"Publica"
"50962";"Trabalhar";"Medio+";"Branca";"6.54";"Publica"
